TimeOfDay,TrafficVolume,PacketSize,Latency,ErrorRate,ProtocolType,PeakHour
22,86.48027454051206,1537.9127712869263,42.75012200799147,0.2974360959210273,0,0
10,526.1388975232946,1301.4469648496358,96.84338750998516,0.14791655184177974,0,1
23,68.87986534452634,1656.1630855628275,52.378480161062996,0.06411015513679642,0,0
16,408.9047633673823,1375.079818646332,91.98426061921322,0.05186828812948065,0,1
5,53.28854551666744,1523.576901220671,49.011947609891585,0.7082995188100658,0,0
23,90.01405520856005,1465.7298014392763,41.93270295931184,0.12649723371502689,1,0
4,84.93403551322885,1724.939171359379,54.6624192613516,0.02864128927908,0,0
19,115.786312237092,1646.065401184666,51.10041164780491,0.7985506775611294,0,0
1,87.0267482590226,1483.8868403375259,51.542729513196086,0.08365439887664217,0,0
5,105.46752695888534,1109.6785612919693,52.44125308992447,0.49060945343627166,0,0
21,116.26593153166155,1372.9545066941598,50.39063751747393,0.20673095229812724,0,0
10,465.6840462175442,1640.8444578968833,95.16227241426,0.06761227356745333,0,1
15,514.9026105053588,1556.0220522093168,111.29654548720309,0.26762830507150814,0,1
15,550.0963774477598,1199.3556131174278,101.56881147760772,0.007459803511845326,0,1
0,75.23674450388866,1138.682405506222,49.17140285663288,0.9195670128361002,0,0
8,501.2426169122322,1539.1018300314913,99.91345346079495,0.3602570934530938,0,1
5,86.35931233601372,1288.5885664568448,49.8501746675563,0.0749233174620264,0,0
15,441.2755058753431,1307.8407078324847,98.24234396074688,0.13523572649813506,0,1
2,69.27096519019543,1634.5215457565307,52.23053181253954,0.2970811459684309,0,0
19,76.18702855642599,1740.447756083135,45.320698889388154,0.10466309044373318,1,0
3,101.20058011504024,1349.8595945927402,45.68604482129846,0.1563968134187484,0,0
18,419.4577772219127,1491.0479384775654,105.59263689428636,0.3821986891980972,0,1
2,88.98545951822726,1485.150666803128,49.27380329636102,0.8937114818523632,0,0
18,540.6597203426448,1467.1591790606967,109.71393102143097,0.2569482384145338,1,1
19,108.98021926837872,1508.1196952312598,52.044395003159316,0.63111050627668,1,0
6,89.38984754123686,1651.2997855680312,47.23686044961884,1.0465034217180265,0,0
19,133.79380826717448,1365.215130654081,52.875481815643376,0.12186509237025041,0,0
8,594.6518206955831,1194.9444930967866,111.97190957958937,0.8230301251906076,1,1
0,100.52244863079451,1838.001986720752,52.23489778060627,0.7081751720295553,0,0
7,50.629141682313836,1717.88438489801,53.327924715333985,0.22075652232181328,0,0
6,117.7289639403252,1279.2724257501204,49.141145746982986,2.2791413678378163,1,0
17,385.3011829983207,1527.1264017551907,54.96519941440251,0.15229366317195997,0,1
7,129.52292221440132,1702.1404329172221,47.09654792535178,0.14705351151144516,0,0
0,121.67169801484597,1649.8087889052078,51.69271512870258,0.7397734918109258,1,0
10,588.710625206901,1592.4026619858569,125.69506152435933,0.2851616074844408,0,1
17,513.0132779183864,1465.9546216816511,105.3888105602566,0.2008324152453745,0,1
22,92.77228465636324,1845.4607850123916,47.89644384704066,0.09841077085810539,0,0
9,477.4949433154888,1544.171774491892,95.767077583086,0.724792683025106,0,1
2,89.07479657938205,1397.008148135862,49.64329151354828,0.7716420813718292,0,0
6,119.62137307349406,1674.215145769119,54.25622890864705,0.41800556831897007,0,0
15,535.613574475294,1519.2117283902842,101.45777509167382,1.576937609840356,0,1
15,506.01128167171066,1569.9595454507244,93.51472186761603,0.19148252462300194,1,1
19,85.55637384146056,1540.6298403182416,46.74851503605655,0.1239865376484595,0,0
16,631.4606315650136,1599.355114753382,101.5204933102298,0.5657745529955474,1,1
1,118.2474922792574,1304.3087493201585,50.21197493369395,0.7102537892302483,1,0
0,68.04576160453182,1209.7787225659984,52.274880845595106,0.12738546433412312,0,0
15,474.1871992031437,1786.8265446467167,109.17489895784894,0.03985221309002295,0,1
11,546.5888048704353,1549.9169123578338,127.27359702409498,0.831726629350102,1,1
4,84.00922157534632,1654.1694554817159,42.689832416162,1.8754194231478276,0,0
4,107.03095917651778,1148.0481559644747,53.43431063643221,0.5173573887559227,0,0
22,119.01592600672296,1713.3366217429007,50.49153854194145,0.1627729041241485,0,0
8,330.57859586718035,1395.7028709288466,40.77711884444706,2.8527833155774425,1,1
8,494.59811501053747,1338.7563666381911,112.49530723651728,1.1187107411347679,0,1
2,98.62418307130244,1487.3253664736028,52.10586613290974,0.3601365380290218,0,0
18,479.3963772158105,1304.403957891495,107.99806292820156,0.872403452897522,0,1
15,515.0847567473021,1499.6536603548786,83.00581054902318,0.8459222898670722,1,1
15,532.8759803747937,1472.7323305971026,97.79583072501791,1.3651400038103503,0,1
2,102.84101888649218,1712.0791810467765,44.60401527552852,0.9191861107265865,0,0
19,92.52345211901135,1802.668900427894,60.81550471340306,0.5159619656075316,0,0
23,112.65242599568539,1796.3031585683166,55.7227517287219,0.4699123978337418,0,0
21,100.98106818548715,1047.0970041207768,46.59516108357269,0.3149522070859289,0,0
23,95.38599173609043,1312.966634031343,42.31680549525199,0.49239941397411274,0,0
0,73.75441229322162,1045.0226472355275,50.97027533191878,0.7929011890072242,0,0
23,68.74690429467843,1261.2915451129938,55.4621100114718,1.7374912816927104,1,0
19,73.37540414571859,1370.0963578192336,41.32473197282035,0.3148865668754928,0,0
10,513.9164530610108,1582.1123230453886,90.6822532900683,0.4262510932014705,0,1
16,496.0460626196824,1396.013353101492,88.9441529098604,0.29421838363934555,1,1
7,70.39431803585074,1401.5859858102708,54.33473082955294,0.5520465720517098,0,0
3,112.91835651587623,1536.3529366399525,48.15085455727744,0.4970187212665852,0,0
5,127.4861902635819,1158.1380709584378,48.36031738811247,0.008997364263975544,1,0
7,88.03012766567329,1332.2813694072272,50.87327340319484,0.38952855574638157,0,0
19,65.18036285263253,1399.2886748365254,45.60859593835493,0.046324654166877505,0,0
2,85.81747230196174,1459.5196022737312,42.78156631636217,0.013368955622035232,0,0
15,542.7230313397347,1515.390798045109,113.69685162360285,0.7831824157588189,0,1
2,110.97059717069548,1800.1299579466083,57.31242854239797,0.14964112229305201,0,0
17,453.87836569942607,1681.667232216219,101.79582459463178,0.2082542391006959,1,1
13,576.0586068882371,1346.1379951016131,102.52155505667619,0.03311508898007454,0,1
17,567.41400329632,1447.7341881097063,112.61013976580008,0.09892084296724618,0,1
1,85.33987873446718,1434.1121725815754,50.7832677830187,0.7253733885989281,0,0
21,85.13419994070067,1397.1694966958512,47.904610470281774,0.3401459131560423,1,0
2,88.14344125241021,1554.503165164182,50.196695633887316,1.062924815332854,1,0
15,474.6333612305727,1128.0440894058183,113.93168637167473,0.2531198538083704,0,1
8,547.5269003964222,1676.1428776012967,100.53321668428806,0.15646625639831407,1,1
3,108.50658120953187,1838.710158143071,46.65308732673223,0.21354856191858743,1,0
0,117.54157538701175,1446.0318918656367,50.73501024642549,0.6237391173210276,0,0
3,113.471302863734,1442.1271149764343,53.28111568767882,0.40484687185810403,0,0
0,134.29054136387464,1531.4088494417342,52.6812674745285,1.1727004095072806,0,0
13,447.03072280954297,1703.877195392042,105.5282394807161,0.4608637036601555,1,1
20,107.60717060767833,1435.1412566365516,45.866611604332846,0.3396400951002917,1,0
15,391.30893718826513,1686.7890332203474,53.850517832792285,0.7703122175877091,0,1
19,73.66088851806283,1597.6989344906485,50.142329696061445,1.4737935466085328,0,0
23,98.50293228130306,1972.3222888009382,46.44104416265272,0.21990865662235773,0,0
7,108.36413225509072,1434.2675969675408,53.81075856826017,0.14375851647942542,1,0
6,97.96368515940861,1104.7999104558332,47.73180575541618,0.4788395114463314,1,0
2,88.65615162374644,1213.4121758628971,42.12851325722224,0.3454476800597382,0,0
16,480.5291061253481,1502.3856474800314,89.99397618889678,2.263437187692499,0,1
0,127.38881952848209,1705.5764188041503,49.09181533476458,0.31028470313248374,0,0
15,480.79839110599295,1369.4981719158552,105.7830228211128,0.038619577637727054,1,1
11,587.4620811021764,1453.813510024934,91.35930047911909,1.8942186583896399,0,1
18,539.7008536770567,1636.9685474663152,97.59337539562465,0.9276274931410988,0,1
21,109.1507469229646,1306.9534798243085,43.91696384168471,0.09815962081122294,1,0
22,76.12806179358009,1377.7461201610365,54.910164581199055,1.1748658830600882,0,0
21,118.70476322799254,1266.4546624779477,58.58665556977776,0.20826314463604134,1,0
13,475.311471112575,1735.6456185765123,116.09282524488322,0.2366942634041528,0,1
5,76.111204839886,1808.3345623592734,54.82489775243069,1.1843169496172976,0,0
5,110.25687226158755,1184.117002101388,54.312549785601306,0.3776342487830447,1,0
12,430.602696971673,1471.5629002023554,79.28120475596798,0.0741125111154774,0,1
18,461.8879268935209,1781.451795012989,101.77173232220105,0.23026921047169668,0,1
21,99.79768177062178,1579.7390367244475,47.51953688170046,0.6402423764418023,0,0
7,144.36842848229455,1402.152153400181,54.402331805224506,0.09569175915124069,0,0
1,86.26168488415024,1190.7675760778202,37.31201062159336,0.4460810872230306,0,0
20,90.8356696139885,1730.588910364573,50.96483851385089,0.5941713515367981,1,0
0,114.64690108843291,1572.1030429888995,48.92778108083799,0.2106856534654449,1,0
14,438.0852155811977,1205.402722451649,111.18429932931404,0.5918901734207327,1,1
0,108.8561276204183,1737.9782107749982,57.73993526837369,1.0779771015792308,0,0
4,124.11853615233176,1179.919287648426,45.35576991493616,0.3194400631129361,1,0
15,484.6452557644449,1455.9027691665176,91.16289564103185,0.24136965496261664,1,1
18,551.3077140698433,1447.0770593255743,102.30496621211714,0.14461390081010056,0,1
3,105.82899846423612,1823.6762657695672,58.66881345760771,0.463430045470301,0,0
2,85.38636072392438,1447.7907616239695,50.30072338641508,1.0595156813135678,0,0
16,490.1097657051747,1447.071462739855,87.2083858464567,0.19627044379502853,1,1
16,481.0121330009879,1227.3843310204613,93.94131553836706,0.25228554919056095,0,1
11,495.61808710917614,1371.9204641882789,102.02664164463462,0.26096478716251903,1,1
13,507.63589496099144,1336.5409078238715,102.40202428563957,0.4114142448839887,0,1
20,111.76399869943714,1346.9555267990615,46.479561822038136,0.12965030614187045,1,0
5,110.17336499174272,1501.2569049783747,46.87104653110189,0.863579349316929,0,0
2,51.36572857475704,1013.1647228314815,45.09216002721801,0.17520606780973008,0,0
8,495.1345905613987,1197.9539509166204,111.41171183853795,0.6110050698579231,0,1
4,69.81156173186474,1477.796225278569,45.826124103533054,0.3599671278272343,0,0
23,94.48545495065349,1524.2509366207864,47.67602898040858,0.44082100042116656,1,0
16,493.810520609454,1453.313440271221,95.06747083476047,0.09898695237552829,1,1
